accuracy,precision,recall,f1_score,roc_auc,model
0.8604746317512275,0.8577637297510865,0.8150929228458795,0.8358841081913563,0.9334099167322345,SBERT + Logistic Regression
0.8624386252045827,0.8651842948717948,0.8107752956636005,0.8370966178893303,0.9352228468244963,SBERT + XGBoost
0.7265139116202946,0.6734836567033735,0.7232964144922095,0.6975018102824041,0.8025608178825949,SBERT + GaussianNB
