model,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp
Fine-tuned DistilBERT,0.986088379705401,0.9916110581506197,0.9763469119579501,0.9839197881195612,0.998935142888244,6849,44,126,5201
