accuracy,precision,recall,f1_score,roc_auc,model
0.8599836333878887,0.8318649045521292,0.850760277829923,0.8412064965197216,0.9324754144385862,SBERT + Logistic
0.8624386252045827,0.8651842948717948,0.8107752956636005,0.8370966178893303,0.9352228468244963,SBERT + XGBoost
